#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
4.3522317	8.8765594	6530	HD1317   	G0:III+F2V+F8V      	0.589	2.584875953	15.31	                 	0.172	-4.815676873	HD1317          	4.35223	8.87656	102	HD1317          	* 38 Psc                 	00 17 24.5356283996 +08 52 35.614291786	G0:III+F2V+F8V   	1
4.4228364	1.3238267	2403	HD1342   	F6/7V               	0.56000042	3.452544525	6.8	0.175166667	0.1732	-4.787699758	HD1342          	4.42284	1.32383	103	HD1342          	HD 1342                  	00 17 41.4807654116 +01 19 25.776186808	F6/7V            	0
4.4952878	-13.4556414	2291	HD1388   	G0V                 	0.599	4.422589418	38.24	0.112490871	0.112443731	-5.304487068	HD1388          	4.49529	-13.45564	104	HD1388          	HD 1388                  	00 17 58.8690394826 -13 27 20.308710371	G0V              	0
4.4952878	-13.4556414	2292	HIP1444  	G0 V                	0.599	4.422589418	38.24	0.158	                 	-4.898017514	HIP1444         	4.49529	-13.45564	105	HIP1444         	HD 1388                  	00 17 58.8690394826 -13 27 20.308710371	G0V              	0
4.4952878	-13.4556414	2293	HD1388   	G0V                 	0.590000153	4.32569576	36.74	0.152818667	0.1529	-4.921732168	HD1388          	4.49529	-13.45564	106	HD1388          	HD 1388                  	00 17 58.8690394826 -13 27 20.308710371	G0V              	0
4.4952878	-13.4556414	2294	HIP1444  	G0V                 	0.599	4.422589418	38.24	0.154844444	0.155	-4.915757079	HIP1444         	4.49529	-13.45564	107	HIP1444         	HD 1388                  	00 17 58.8690394826 -13 27 20.308710371	G0V              	0
4.4952878	-13.4556414	2295	HD1388   	G0V                 	0.599	4.422589418	38.24	                 	0.161	-4.880974208	HD1388          	4.49529	-13.45564	108	HD1388          	HD 1388                  	00 17 58.8690394826 -13 27 20.308710371	G0V              	0
4.5953542	44.0229547	3325	HIP1475  	M2.0V               	1.56	10.32788307	280.27	0.606958333	0.5805	-5.205396653	HIP1475         	4.59535	44.02295	109	HIP1475         	V* GX And                	00 18 22.8849667932 +44 01 22.637271919	M2V              	1
4.5953542	44.0229547	3326	HD1326   	M2.0V               	1.56	10.32788307	280.27	                 	0.542458333	-5.23841752	HD1326          	4.59535	44.02295	110	HD1326          	V* GX And                	00 18 22.8849667932 +44 01 22.637271919	M2V              	1
4.6076019	44.0272475	6421	HD1326B  	M6.0V               	1.56	10.32788307	280.27	                 	0.83	-5.035080408	HD1326B         	4.6076	44.02725	111	HD1326B         	V* GQ And                	00 18 25.8244484426 +44 01 38.091239561	M3.5Ve           	0
4.6076019	44.0272475	6422	GJ15B    	tmp                 	1.56	10.32788307	280.27	1.19275	1.1455	-4.885792059	GJ15B           	4.6076	44.02725	112	GJ15B           	V* GQ And                	00 18 25.8244484426 +44 01 38.091239561	M3.5Ve           	0
4.6088481	-63.4774947	4104	HD1466   	F8V                 	0.537	4.398728298	24.42	0.347	                 	-4.300352933	HD1466          	4.60885	-63.47749	113	HD1466          	HD 1466                  	00 18 26.1235227218 -63 28 38.981281995	F8V              	0
4.6744475	-8.0530017	45	HD1461   	G3V                 	0.674	4.620613214	42.67	0.113241545	0.113717101	-5.331334444	HD1461          	4.67445	-8.053	114	HD1461          	HD 1461                  	00 18 41.8673684261 -08 03 10.805762856	G3VFe0.5         	1
4.6744475	-8.0530017	46	HD1461   	G3VFe0.5            	0.679999828	4.628352068	43.02	0.152562559	0.1525	-4.997786332	HD1461          	4.67445	-8.053	115	HD1461          	HD 1461                  	00 18 41.8673684261 -08 03 10.805762856	G3VFe0.5         	1
4.6744475	-8.0530017	47	HD1461   	G3V                 	0.674	4.620613214	42.67	                 	0.159169851	-4.953930759	HD1461          	4.67445	-8.053	116	HD1461          	HD 1461                  	00 18 41.8673684261 -08 03 10.805762856	G3VFe0.5         	1
4.6744475	-8.0530017	48	HIP1499  	G3V                 	0.674	4.620613214	42.67	0.155666667	0.1555	-4.974783222	HIP1499         	4.67445	-8.053	117	HIP1499         	HD 1461                  	00 18 41.8673684261 -08 03 10.805762856	G3VFe0.5         	1
4.7731778	-9.9648528	2301	HIP1532  	tmp                 	1.318	8.313883232	48.17	                 	0.838956522	-4.718342417	HIP1532         	4.77318	-9.96485	118	HIP1532         	BD-10 47                 	00 19 05.5626742809 -09 57 53.469488527	M0V              	0
4.7731778	-9.9648528	2302	HIP1532  	M0V                 	1.318	8.313883232	48.17	                 	0.839	-4.718318203	HIP1532         	4.77318	-9.96485	119	HIP1532         	BD-10 47                 	00 19 05.5626742809 -09 57 53.469488527	M0V              	0
4.8032908	13.5770019	2544	HD1497   	F8                  	0.657	3.95297039	14.21	                 	0.1835	-4.820895354	HD1497          	4.80329	13.577	120	HD1497          	HD 1497                  	00 19 12.7897830079 +13 34 37.207006645	F8               	0
4.8393044	-40.1211889	4190	HD1530   	G3V                 	0.661	4.508046072	18.95	0.17	                 	-4.886044254	HD1530          	4.8393	-40.12119	121	HD1530          	HD 1530                  	00 19 21.4330447999 -40 07 16.280440280	G3V              	0
5.01775	-64.8747931	6058	HIP1599  	F9.5 V              	0.576	4.559391764	116.38	0.177	                 	-4.781682721	HIP1599         	5.01775	-64.87479	122	HIP1599         	* zet Tuc                	00 20 04.2599713 -64 52 29.254760      	F9.5V            	0
5.01775	-64.8747931	6059	HD1581   	F9.5V               	0.576	4.559391764	116.38	0.117742994	0.117899255	-5.216669822	HD1581          	5.01775	-64.87479	123	HD1581          	* zet Tuc                	00 20 04.2599713 -64 52 29.254760      	F9.5V            	0
5.01775	-64.8747931	6060	HD1581   	F9.5V               	0.576	4.559391764	116.38	0.180571429	                 	-4.765387408	HD1581          	5.01775	-64.87479	124	HD1581          	* zet Tuc                	00 20 04.2599713 -64 52 29.254760      	F9.5V            	0
5.077345	-32.769345	6531	HD1620   	G6V                 	0.714	4.937889045	19.39	0.222	                 	-4.737268728	HD1620          	5.07734	-32.76934	125	HD1620          	HD 1620                  	00 20 18.5627865001 -32 46 09.641957290	G6V              	1
5.2180814	-19.9312258	2244	HD1666   	F7V                 	0.523	2.950842152	9.04	                 	0.150230769	-4.892551684	HD1666          	5.21808	-19.93123	126	HD1666          	HD 1666                  	00 20 52.3395281821 -19 55 52.412861790	F7V              	0
5.2802872	37.9686036	49	HD1671   	F5III               	0.420000076	1.74933593	20.6	0.478742105	0.4908	-4.038381281	HD1671          	5.28029	37.9686	127	HD1671          	* rho And                	00 21 07.2689567019 +37 58 06.972655202	F5IV-V           	0
5.30553	-8.2811575	2303	HD1690   	K2III               	1.354	7.378449096	43.42	                 	0.166	-5.624164911	HD1690          	5.30553	-8.28116	128	HD1690          	HD 1690                  	00 21 13.3271988270 -08 16 52.167395299	K1(III)          	1
5.4835197	-31.4060589	2186	HIP1734  	tmp                 	1.485	9.858257219	54.91	                 	1.646666667	-4.617815458	HIP1734         	5.48352	-31.40606	129	HIP1734         	EGM 95                   	00 21 56.0447626099 -31 24 21.812262092	M1.5             	0
5.4835197	-31.4060589	2187	HIP1734  	M1.5                	1.485	9.858257219	54.91	1.801	1.801	-4.577510654	HIP1734         	5.48352	-31.40606	130	HIP1734         	EGM 95                   	00 21 56.0447626099 -31 24 21.812262092	M1.5             	0
5.5981828	-27.0325147	50	HIP1768  	K2Vk:               	0.888	6.54521317	44.57	0.454	0.454	-4.514906121	HIP1768         	5.59818	-27.03251	131	HIP1768         	HD 1815                  	00 22 23.5638601853 -27 01 57.052915045	K2Vk:            	0
5.5981828	-27.0325147	51	HIP1768  	K2 V (k)            	0.888	6.54521317	44.57	0.35	                 	-4.652917095	HIP1768         	5.59818	-27.03251	132	HIP1768         	HD 1815                  	00 22 23.5638601853 -27 01 57.052915045	K2Vk:            	0
5.6448828	-73.0323578	3902	HD1893   	G8V                 	0.769	5.353805959	22.53	                 	0.244	-4.732095775	HD1893          	5.64488	-73.03236	133	HD1893          	HD 1893                  	00 22 34.7718618767 -73 01 56.488179840	G8V              	0
5.6572628	11.5769731	52	HIP1780  	tmp                 	0.696	4.257118777	10.8	                 	0.15	-5.027021104	HIP1780         	5.65726	11.57697	134	HIP1780         	BD+10 37                 	00 22 37.7430721469 +11 34 37.102607997	G0               	0
5.7157847	-12.2094367	53	HD001835 	G3V                 	0.660000324	4.793037011	47.93	0.34370622	0.3432	-4.414821563	HD001835        	5.71578	-12.20944	135	HD001835        	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7157847	-12.2094367	2296	HIP1803  	G5 V CH-0.5         	0.659	4.843195059	49.05	0.299	                 	-4.494135867	HIP1803         	5.71578	-12.20944	136	HIP1803         	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7157847	-12.2094367	2297	HD1835   	G2.5V               	0.660000324	4.749564929	46.98	0.33868357	0.3384	-4.422856185	HD1835          	5.71578	-12.20944	137	HD1835          	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7157847	-12.2094367	2298	HD1835   	G3V                 	0.659	4.843195059	49.05	                 	0.3465	-4.408395734	HD1835          	5.71578	-12.20944	138	HD1835          	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7157847	-12.2094367	2299	HD1835   	G3V                 	0.659	4.843195059	49.05	0.344	                 	-4.412510273	HD1835          	5.71578	-12.20944	139	HD1835          	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7157847	-12.2094367	2300	HIP1803  	G3V                 	0.659	4.843195059	49.05	0.342	0.342	-4.415830204	HIP1803         	5.71578	-12.20944	140	HIP1803         	* 9 Cet                  	00 22 51.7883318927 -12 12 33.972374893	G2.5V            	0
5.7508711	22.3750008	2564	HD1832   	F8                  	0.639	4.531725777	24.68	                 	0.1835	-4.804862289	HD1832          	5.75087	22.375	141	HD1832          	HD 1832                  	00 23 00.2090465771 +22 22 30.002721952	F8               	0
5.7508711	22.3750008	2565	HIP1813  	F8                  	0.639	4.531725777	24.68	0.16975	0.1705	-4.864367769	HIP1813         	5.75087	22.375	142	HIP1813         	HD 1832                  	00 23 00.2090465771 +22 22 30.002721952	F8               	0
5.7697408	-65.12114	3924	HD1926   	F9V                 	0.579	4.558292261	21.66	0.18	                 	-4.770285968	HD1926          	5.76974	-65.12114	143	HD1926          	HD 1926                  	00 23 04.7378157343 -65 07 16.103720204	F8/G0V           	0
5.8165089	-33.1675261	54	HIP1837  	K4 V (k)            	1.075	7.004614438	44.97	0.883	                 	-4.410433533	HIP1837         	5.81651	-33.16753	144	HIP1837         	HD 1910                  	00 23 15.9621384467 -33 10 03.093974908	K4Vk:            	0
5.8165089	-33.1675261	55	HD1910   	K4Vk:               	1.075	7.004614438	44.97	                 	0.952	-4.375293137	HD1910          	5.81651	-33.16753	145	HD1910          	HD 1910                  	00 23 15.9621384467 -33 10 03.093974908	K4Vk:            	0
6.1080561	-27.0267731	2190	HD2025   	K3V                 	0.94	6.642638367	55.53	                 	0.3198	-4.762243937	HD2025          	6.10806	-27.02677	146	HD2025          	HD 2025                  	00 24 25.9334653838 -27 01 36.382597522	K3V              	0
6.1080561	-27.0267731	2191	HIP1936  	K3 V                	0.94	6.642638367	55.53	0.219	                 	-4.986233731	HIP1936         	6.10806	-27.02677	147	HIP1936         	HD 2025                  	00 24 25.9334653838 -27 01 36.382597522	K3V              	0
6.1080561	-27.0267731	2192	HIP1936  	K3V                 	0.94	6.642638367	55.53	0.347785714	0.3495	-4.713519996	HIP1936         	6.10806	-27.02677	148	HIP1936         	HD 2025                  	00 24 25.9334653838 -27 01 36.382597522	K3V              	0
6.1772856	-53.9839992	4123	HIP1954  	G2 V                	0.681	5.060541508	36.15	0.173	                 	-4.889636695	HIP1954         	6.17729	-53.984	149	HIP1954         	HD 2071                  	00 24 42.5485223710 -53 59 02.396695788	G2V              	0
6.1867242	-51.0438647	4159	HD2070   	G0V                 	0.596	4.115240458	28.91	0.156	                 	-4.907433226	HD2070          	6.18672	-51.04386	150	HD2070          	HD 2070                  	00 24 44.8138000608 -51 02 37.913048066	G0V              	0
6.1867242	-51.0438647	4160	HIP1955  	G0 V                	0.596	4.115240458	28.91	0.166	                 	-4.851592885	HIP1955         	6.18672	-51.04386	151	HIP1955         	HD 2070                  	00 24 44.8138000608 -51 02 37.913048066	G0V              	0
6.2558356	-30.6976111	56	HD2098   	G2V                 	0.616	4.123466562	20.45	0.164	                 	-4.878285949	HD2098          	6.25584	-30.69761	152	HD2098          	HD 2098                  	00 25 01.4005437766 -30 41 51.400260377	G2V              	0
6.2958969	16.9919094	57	HD2085   	F5                  	0.538	3.879158467	15.77	                 	0.1945	-4.678651127	HD2085          	6.2959	16.99191	153	HD2085          	HD 2085                  	00 25 11.0152892393 +16 59 30.874229615	F5               	0
6.4377931	-77.2542461	6151	HD2151   	G0V                 	0.618	3.451955958	133.78	0.158333333	                 	-4.911247097	HD2151          	6.43779	-77.25425	154	HD2151          	* bet Hyi                	00 25 45.07036 -77 15 15.2860          	G0V              	0
6.4377931	-77.2542461	6152	HIP2021  	G0 V                	0.618	3.451955958	133.78	0.155	                 	-4.930784141	HIP2021         	6.43779	-77.25425	155	HIP2021         	* bet Hyi                	00 25 45.07036 -77 15 15.2860          	G0V              	0
6.4929047	-28.2735022	2189	HD2222   	G5V                 	0.675	3.94087092	10.19	                 	0.139	-5.084141042	HD2222          	6.4929	-28.2735	156	HD2222          	HD 2222                  	00 25 58.2971490926 -28 16 24.608386290	G5V              	0
6.8079231	5.6374383	2411	HD2331   	G5                  	0.611	4.373654605	9.22	                 	0.1596	-4.898384901	HD2331          	6.80792	5.63744	157	HD2331          	HD 2331                  	00 27 13.9015149608 +05 38 14.778121169	G5               	0
7.0835172	10.1898081	58	HIP2235  	F5 V Sr             	0.447	3.247452952	27.51	0.285	                 	-4.360951131	HIP2235         	7.08352	10.18981	158	HIP2235         	HD 2454                  	00 28 20.0441170647 +10 11 23.308682092	F5VSr            	0
7.0835172	10.1898081	59	HD2454   	F5VSr               	0.429999828	3.225580427	27.36	0.170591978	0.1695	-4.733507694	HD2454          	7.08352	10.18981	159	HD2454          	HD 2454                  	00 28 20.0441170647 +10 11 23.308682092	F5VSr            	0
