#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:02:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2602}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ic2602
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ic2391
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2602:
#Name: J/A+A/612/A99/ic2602
#Title: Parameters for IC2602
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
161.3805833;-64.8652500;10453134-6451549; IC2602;   UVES; 4973;  39;   2.698;   0.091;  -0.131;   0.046; ;  17.300;        ;   0;   1.018;   0.003; -18.431;   0.400;      ;      ;  85;161.38058;-64.86525
161.4129583;-64.1225278;10453911-6407211; IC2602;   UVES; 4478;  14;   1.796;   0.024;  -0.369;   0.021; ;  22.100;        ;   0;        ;        ;   7.556;   0.400;      ;      ;  86;161.41296;-64.12253
161.4147083;-64.2093056;10453953-6412335; IC2602;   UVES; 4851;   9;   2.578;   0.050;   0.010;        ;<;  26.900;        ;   3;   1.027;   0.002; -29.373;   0.400;      ;      ;  87;161.41471;-64.20931
161.4473333;-64.9520556;10454736-6457074; IC2602;   UVES; 4789;  56;   2.660;   0.112;   0.039;   0.035;<;  23.700;        ;   3;   1.023;   0.002;  -3.572;   0.400;      ;      ;  88;161.44733;-64.95206
161.4495417;-65.0114167;10454789-6500411; IC2602;   UVES; 7223;    ;   3.950;        ;  -0.270;        ; ;  10.300;        ;   0;        ;        ; -27.209;   0.400; 0.015;      ;  89;161.44954;-65.01142
161.4749167;-64.3324722;10455398-6419569; IC2602;   UVES; 4718;  26;   2.581;   0.053;   0.050;   0.038;<;  36.700;        ;   3;   1.017;   0.002;  11.879;   0.400;      ;      ;  90;161.47492;-64.33247
161.5239583;-64.3384444;10460575-6420184; IC2602;   UVES; 6328;    ;   4.700;        ;   0.465;        ; ;        ;        ;    ;        ;        ; -17.756;   0.400; 0.017;      ;  91;161.52396;-64.33844
161.5616667;-64.0491667;10461480-6402570; IC2602;   UVES; 5796;    ;   4.380;        ;   0.070;        ; ; 248.800;        ;   0;        ;        ;  18.273;   0.400; 0.943;      ;  92;161.56167;-64.04917
161.5626250;-64.1486389;10461503-6408551; IC2602;   UVES; 4946;   2;   2.758;   0.020;  -0.009;   0.018; ;  16.900;        ;   0;        ;        ; -21.966;   0.400;      ;      ;  93;161.56262;-64.14864
161.5631250;-64.2435000;10461515-6414366; IC2602;   UVES; 4925;  91;   3.314;   0.210;   0.095;   0.005; ;  51.100;        ;   0;        ;        ;  14.114;   0.400;      ;      ;  94;161.56312;-64.24350
161.6207500;-64.1326944;10462898-6407577; IC2602;   UVES; 6271;    ;   3.940;        ;  -0.020;        ; ; 117.300;        ;   0;        ;        ;  16.996;   0.400; 0.922;      ;  95;161.62075;-64.13269
161.6314167;-63.4942222;10463154-6329392; IC2602;   UVES; 4755;  51;   2.333;   0.075;   0.019;   0.043;<;  26.600;        ;   3;   1.021;   0.002;  43.980;   0.400;      ;      ;  96;161.63142;-63.49422
161.6475000;-64.0611111;10463540-6403400; IC2602;   UVES; 5109;    ;   4.351;        ;  -0.380;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ;  97;161.64750;-64.06111
161.6632500;-64.1960833;10463918-6411459; IC2602;   UVES; 4918;  20;   2.575;   0.104;  -0.260;   0.012; ;  23.800;        ;   0;        ;        ; -18.309;   0.400;      ;      ;  98;161.66325;-64.19608
161.6634167;-64.1188611;10463922-6407079; IC2602;   UVES; 6252;    ;   3.870;        ;   0.120;        ; ; 147.500;        ;   0;        ;        ;  -7.480;   0.400; 0.022;      ;  99;161.66342;-64.11886
161.6690833;-64.3660278;10464058-6421577; IC2602;   UVES; 7547;    ;   4.100;        ;  -0.140;        ; ;  26.200;        ;   0;        ;        ;   7.859;   0.400; 0.114;      ; 100;161.66908;-64.36603
161.6807083;-63.5234444;10464337-6331244; IC2602;   UVES; 5004; 105;   1.996;   0.028;   0.073;   0.172;<;  32.500;        ;   3;   1.039;   0.001;   0.115;   0.400;      ;      ; 101;161.68071;-63.52344
161.7158750;-63.5710278;10465181-6334157; IC2602;   UVES; 4857; 128;   4.632;   0.079;  -0.070;   0.056; ; 313.867;   2.090;   0;   0.953;   0.002;  18.208;   0.400; 0.954;      ; 102;161.71587;-63.57103
161.7628750;-64.2733611;10470309-6416241; IC2602;   UVES; 4965;   8;   2.667;   0.076;  -0.133;   0.013;<;  27.400;        ;   3;   1.022;   0.003;  -4.684;   0.400;      ;      ; 103;161.76287;-64.27336
161.7755417;-63.4324444;10470613-6325568; IC2602;   UVES; 4697;  23;   2.452;   0.106;   0.021;   0.041;<;  34.500;        ;   3;   1.021;   0.002;  -1.886;   0.400;      ;      ; 104;161.77554;-63.43244
161.8541667;-64.0105000;10472500-6400378; IC2602;   UVES; 5212;    ;   4.664;        ;   0.301;        ; ;  21.200;        ;    ;        ;        ; -54.273;   0.400;      ;      ; 105;161.85417;-64.01050
161.8561250;-63.5323333;10472547-6331564; IC2602;   UVES; 5112;  32;   3.956;   0.132;   0.140;   0.027; ;  28.500;        ;   0;        ;        ;  24.462;   0.400;      ;      ; 106;161.85612;-63.53233
161.9224583;-64.2849167;10474139-6417057; IC2602;   UVES; 4167;    ;   4.540;        ;  -0.160;        ; ;  51.300;        ;   0;        ;        ;  18.612;   0.400; 0.944;      ; 107;161.92246;-64.28492
161.9425417;-63.5363333;10474621-6332108; IC2602;   UVES; 5045;  24;   2.915;   0.042;   0.181;   0.015;<;  39.000;        ;   3;   1.015;   0.002;   6.278;   0.400;      ;      ; 108;161.94254;-63.53633
161.9463333;-64.5698056;10474712-6434113; IC2602;   UVES; 6160;  35;   4.267;   0.053;   0.154;   0.032; ;  51.600;        ;   0;        ;        ;  -1.869;   0.400; 0.035;      ; 109;161.94633;-64.56981
162.0455417;-65.2275000;10481093-6513390; IC2602;   UVES; 6788;    ;   3.990;        ;  -0.050;        ; ;  48.600;        ;   0;        ;        ;  -9.720;   0.400; 0.023;      ; 110;162.04554;-65.22750
162.0773333;-64.1649167;10481856-6409537; IC2602;   UVES; 5793;    ;   4.390;        ;   0.060;        ; ; 187.300;        ;   0;        ;        ;  19.265;   0.400; 0.895;      ; 111;162.07733;-64.16492
162.1037917;-63.8967500;10482491-6353483; IC2602;   UVES; 5039;  31;   3.048;   0.035;   0.060;   0.025;<;  22.600;        ;   3;   1.016;   0.001; -15.396;   0.400;      ;      ; 112;162.10379;-63.89675
162.1966667;-64.0522500;10484720-6403081; IC2602;   UVES; 6844;   4;   4.510;   0.223;  -0.083;   0.018; ;   8.800;        ;   0;        ;        ;  -1.359;   0.400; 0.066;      ; 113;162.19667;-64.05225
162.2322083;-64.0653056;10485573-6403551; IC2602;   UVES; 4682;  36;   2.366;   0.104;   0.215;   0.063;<;  58.300;        ;   3;   1.016;   0.002;  27.168;   0.400;      ;      ; 114;162.23221;-64.06531
162.2416667;-64.1675000;10485800-6410030; IC2602;   UVES; 5759;    ;   4.461;        ;  -0.095;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ; 115;162.24167;-64.16750
162.3434583;-65.0366667;10492243-6502120; IC2602;   UVES; 5039;  20;   2.852;   0.063;  -0.076;   0.033; ;  30.300;        ;   0;        ;        ; -22.190;   0.400;      ;      ; 116;162.34346;-65.03667
162.3670000;-64.0187222;10492808-6401074; IC2602;   UVES; 4711;  28;   2.455;   0.055;   0.066;   0.018;<;  37.600;        ;   3;   1.018;   0.002;  53.857;   0.400;      ;      ; 117;162.36700;-64.01872
162.4005417;-65.1340000;10493613-6508024; IC2602;   UVES; 7544;    ;   4.080;        ;  -0.080;        ; ;  12.400;        ;   0;        ;        ;  14.641;   0.400; 0.587;      ; 118;162.40054;-65.13400
162.4486250;-63.8886667;10494767-6353192; IC2602;   UVES; 5037;  29;   2.998;   0.065;   0.151;   0.033;<;  34.800;        ;   3;   1.012;   0.002;  -0.211;   0.400;      ;      ; 119;162.44862;-63.88867
162.4516250;-64.7745556;10494839-6446284; IC2602;   UVES; 5327; 123;   4.343;   0.309;  -0.123;   0.063; ; 289.000;        ;   0;        ;        ;  18.171;   0.400; 0.953;      ; 120;162.45162;-64.77456
162.4797917;-63.9611667;10495515-6357402; IC2602;   UVES; 7121;    ;   3.980;        ;  -0.140;        ; ;  10.200;        ;   0;        ;        ; -40.189;   0.400; 0.018;      ; 121;162.47979;-63.96117
162.4861250;-63.9868889;10495667-6359128; IC2602;   UVES; 4883;  66;   2.485;   0.119;   0.044;   0.018;<;  35.800;        ;   3;   1.023;   0.002;   4.586;   0.400;      ;      ; 122;162.48612;-63.98689
162.4868750;-63.8053056;10495685-6348191; IC2602;   UVES; 4714; 103;   4.460;        ;  -0.034;   0.049; ; 330.300;        ;   0;        ;        ;  18.447;   0.400; 0.947;      ; 123;162.48687;-63.80531
162.5488750;-63.5446111;10501173-6332406; IC2602;   UVES; 4871;  64;   2.775;   0.091;   0.241;   0.055;<;  37.000;        ;   3;   1.017;   0.002; -14.584;   0.400;      ;      ; 124;162.54887;-63.54461
162.5838333;-63.7015278;10502012-6342055; IC2602;   UVES; 4765;  43;   2.639;   0.090;   0.146;   0.040;<;  39.300;        ;   3;   1.020;   0.001; -14.378;   0.400;      ;      ; 125;162.58383;-63.70153
162.6740000;-64.3365278;10504176-6420115; IC2602;   UVES; 4946;   2;   2.716;   0.025;   0.005;   0.005; ;  18.900;        ;   0;        ;        ;   7.775;   0.400;      ;      ; 126;162.67400;-64.33653
162.6917917;-64.4794444;10504603-6428460; IC2602;   UVES;10600;2000;   4.082;   1.000;   1.047;        ; ;        ;        ;    ;        ;        ;  20.668;   0.400; 0.727;      ; 127;162.69179;-64.47944
162.7332083;-64.4507778;10505597-6427028; IC2602;   UVES; 4876;  94;   1.921;   0.119;  -0.378;   0.032;<;  29.300;        ;   3;   1.024;   0.002; -10.366;   0.400;      ;      ; 128;162.73321;-64.45078
162.7440833;-63.7166667;10505858-6343000; IC2602;   UVES; 4568;   3;   1.907;   0.097;  -0.255;   0.040;<;  21.400;        ;   3;   1.034;   0.001;  -1.952;   0.400;      ;      ; 129;162.74408;-63.71667
162.8791667;-63.7422222;10513100-6344320; IC2602;   UVES; 5072;  16;   3.099;   0.063;   0.120;        ; ;  28.900;        ;   0;        ;        ;   0.237;   0.400;      ;      ; 130;162.87917;-63.74222
162.9307917;-63.6078611;10514339-6336283; IC2602;   UVES; 5019;   7;   2.659;   0.067;  -0.218;   0.047;<;  16.000;        ;   3;   1.024;   0.002; -39.832;   0.400;      ;      ; 131;162.93079;-63.60786
162.9538750;-64.3530556;10514893-6421110; IC2602;   UVES; 4708;  21;   2.726;   0.082;  -0.326;   0.018;<;  14.900;        ;   3;   1.014;   0.002;  15.235;   0.400;      ;      ; 132;162.95387;-64.35306
162.9924167;-63.6740556;10515818-6340266; IC2602;   UVES; 4682;  21;   2.445;   0.065;   0.249;   0.090;<;  53.200;        ;   3;   1.018;   0.002;   9.136;   0.400;      ;      ; 133;162.99242;-63.67406
163.0436250;-63.7150556;10521047-6342542; IC2602;   UVES; 6066;  24;   4.123;   0.079;   0.387;   0.017; ;   5.000;        ;   0;        ;        ;  22.373;   0.400; 0.456;      ; 134;163.04362;-63.71506
163.0984167;-63.5490556;10522362-6332566; IC2602;   UVES; 6197;  13;   4.071;   0.058;   0.154;   0.024; ;  15.100;        ;   0;        ;        ;  18.743;   0.400; 0.935;      ; 135;163.09842;-63.54906
163.1185000;-64.2802500;10522844-6416489; IC2602;   UVES; 5009;  25;   2.604;   0.089;  -0.252;   0.026;<;  19.500;        ;   3;   1.017;   0.001;  11.479;   0.400;      ;      ; 136;163.11850;-64.28025
163.1401250;-64.4140278;10523363-6424505; IC2602;   UVES; 8809;2000;   2.650;   1.000;  -0.806;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ; 137;163.14012;-64.41403
163.2142500;-64.3538611;10525142-6421139; IC2602;   UVES; 4676;  14;   2.492;   0.019;   0.040;   0.010; ;  56.700;   4.073;   0;   1.021;   0.002;   9.389;   0.400;      ;      ; 138;163.21425;-64.35386
163.2370833;-64.4619167;10525690-6427429; IC2602;   UVES; 5074;   3;   2.839;   0.033;   0.044;   0.024; ;   5.400;        ;   0;        ;        ;  -9.010;   0.400;      ;      ; 139;163.23708;-64.46192
156.8694167;-64.7012500;10272866-6442045; IC2602;GIRAFFE; 4792;  32;   2.589;   0.022;   0.013;   0.086;<;  26.100;        ;   3;   1.014;   0.004;  12.122;   0.243;      ;      ; 140;156.86942;-64.70125
156.8812917;-64.6809444;10273151-6440514; IC2602;GIRAFFE; 4669; 146;   2.412;   0.193;  -0.087;   0.070;<;  28.800;        ;   3;   1.021;   0.003;   0.197;   0.241;      ;      ; 141;156.88129;-64.68094
156.8881667;-64.6986944;10273316-6441553; IC2602;GIRAFFE; 4471; 150;   4.242;   0.193;   0.094;   0.203; ;  28.600;        ;   0;   0.942;   0.009;  31.234;   0.268;      ;      ; 142;156.88817;-64.69869
156.8982917;-64.7586111;10273559-6445310; IC2602;GIRAFFE; 4647;  21;   2.294;   0.127;  -0.147;   0.025; ;  43.400;        ;   0;   1.029;   0.008; 109.483;   0.262;      ;      ; 143;156.89829;-64.75861
156.9285833;-64.6736111;10274286-6440250; IC2602;GIRAFFE; 4692;  23;   2.462;   0.114;  -0.060;   0.107;<;  49.700;        ;   3;   1.023;   0.003;  23.926;   0.241;      ;      ; 144;156.92858;-64.67361
156.9407500;-64.6832500;10274578-6440597; IC2602;GIRAFFE; 5123;  72;   3.087;   0.086;  -0.027;   0.040;<;  30.700;        ;   3;   1.015;   0.004; -29.823;   0.242;      ;      ; 145;156.94075;-64.68325
156.9496250;-64.8206389;10274791-6449143; IC2602;GIRAFFE; 4852; 259;   3.074;        ;  -0.201;   0.197;<;  15.400;        ;   3;   1.018;   0.004;  50.678;   0.243;      ;      ; 146;156.94962;-64.82064
156.9590000;-64.7612500;10275016-6445405; IC2602;GIRAFFE; 4669;  52;   2.486;   0.137;   0.056;   0.066;<;  42.900;        ;   3;   1.024;   0.003;  36.683;   0.240;      ;      ; 147;156.95900;-64.76125
156.9610417;-64.6146111;10275065-6436526; IC2602;GIRAFFE; 5034; 151;   3.898;        ;  -0.214;   0.185;<;  17.300;        ;   3;   1.016;   0.004; -40.731;   0.243;      ;      ; 148;156.96104;-64.61461
156.9661667;-64.7824722;10275188-6446569; IC2602;GIRAFFE; 4858; 152;   2.840;        ;  -0.198;   0.173;<;  26.300;        ;   3;   1.027;   0.003;  97.944;   0.241;      ;      ; 149;156.96617;-64.78247
156.9857500;-64.7823889;10275658-6446566; IC2602;GIRAFFE; 4874; 210;   3.110;        ;  -0.047;   0.085;<;  22.400;        ;   3;   1.028;   0.004;  -0.461;   0.242;      ;      ; 150;156.98575;-64.78239
156.9924167;-64.8437778;10275818-6450376; IC2602;GIRAFFE; 4653; 109;   2.730;        ;  -0.127;   0.136; ;  52.000;        ;   0;   1.019;   0.006;   3.725;   0.249;      ;      ; 151;156.99242;-64.84378
156.9942083;-64.6158056;10275861-6436569; IC2602;GIRAFFE; 4906;  73;   2.649;   0.148;  -0.061;   0.127;<;  23.400;        ;   3;   1.024;   0.004;  17.102;   0.242;      ;      ; 152;156.99421;-64.61581
157.0065417;-64.6317778;10280157-6437544; IC2602;GIRAFFE; 4715;  85;   2.533;   0.066;   0.073;   0.040;<;  45.000;        ;   3;   1.014;   0.005;  12.243;   0.243;      ;      ; 153;157.00654;-64.63178
157.0215000;-64.6212778;10280516-6437166; IC2602;GIRAFFE; 5345; 128;   4.210;        ;  -0.255;   0.007; ;  19.450;   3.110;   0;   1.019;   0.006;  73.589;   0.261;      ;      ; 154;157.02150;-64.62128
157.0368333;-64.8364167;10280884-6450111; IC2602;GIRAFFE; 5022; 162;   3.080;        ;  -0.262;   0.278;<;  24.700;        ;   3;   1.009;   0.004;  40.374;   0.245;      ;      ; 155;157.03683;-64.83642
157.0497917;-64.7574167;10281195-6445267; IC2602;GIRAFFE; 4748;  85;   2.538;   0.179;  -0.019;   0.123; ;  31.600;        ;   0;   1.023;   0.004;  18.627;   0.242;      ;      ; 156;157.04979;-64.75742
157.0542083;-64.7376389;10281301-6444155; IC2602;GIRAFFE; 4861; 118;   2.950;        ;  -0.110;   0.043; ;  27.150;   2.880;   0;   1.015;   0.005;  42.729;   0.339;      ;      ; 157;157.05421;-64.73764
157.0545417;-64.8489722;10281309-6450563; IC2602;GIRAFFE; 4655;  30;   2.458;   0.103;   0.015;   0.007;<;  36.200;        ;   3;   1.023;   0.003;   6.857;   0.241;      ;      ; 158;157.05454;-64.84897
157.0572500;-64.7744167;10281374-6446279; IC2602;GIRAFFE; 5126;    ;   3.250;        ;   0.028;        ; ;  24.100;        ;   0;   1.002;   0.004; -20.562;   0.245;      ;      ; 159;157.05725;-64.77442
157.0619583;-64.7917222;10281487-6447302; IC2602;GIRAFFE; 4615; 121;   2.518;   0.187;   0.071;   0.058;<;  54.100;        ;   3;   1.014;   0.005;  38.216;   0.243;      ;      ; 160;157.06196;-64.79172
157.0695000;-64.8156944;10281668-6448565; IC2602;GIRAFFE; 5144;    ;   3.320;        ;  -0.030;        ;<;  27.400;        ;   3;   1.014;   0.005;  23.971;   0.250;      ;      ; 161;157.06950;-64.81569
157.0785833;-64.5270833;10281886-6431375; IC2602;GIRAFFE; 3319;  13;   4.760;        ;  -0.260;        ;<; 100.000;        ;   3;   0.858;   0.013;  17.278;   0.337; 0.948;      ; 162;157.07858;-64.52708
157.0789583;-64.8458333;10281895-6450450; IC2602;GIRAFFE; 4600;  63;   2.335;   0.201;  -0.089;   0.043;<;  33.200;        ;   3;   1.029;   0.006;   5.921;   0.248;      ;      ; 163;157.07896;-64.84583
157.0982500;-64.7184722;10282358-6443065; IC2602;GIRAFFE; 4747;  54;   2.705;   0.020;  -0.108;   0.057;<;  50.500;        ;   3;   1.008;   0.005;  48.857;   0.244;      ;      ; 164;157.09825;-64.71847
157.1079583;-64.8181667;10282591-6449054; IC2602;GIRAFFE; 4636; 102;   2.661;   0.034;   0.040;   0.014;<;  38.800;        ;   3;   1.005;   0.006;  86.298;   0.249;      ;      ; 165;157.10796;-64.81817
157.1236667;-64.7391667;10282968-6444210; IC2602;GIRAFFE; 4738;  63;   2.573;   0.153;  -0.091;   0.016;<;  34.100;        ;   3;   1.018;   0.005;  73.473;   0.242;      ;      ; 166;157.12367;-64.73917
157.1237917;-64.8295556;10282971-6449464; IC2602;GIRAFFE; 4790; 152;   2.622;   0.199;  -0.072;   0.145;<;  22.100;        ;   3;   1.014;   0.002;  12.950;   0.241;      ;      ; 167;157.12379;-64.82956
157.1245417;-64.7952222;10282989-6447428; IC2602;GIRAFFE; 4626; 171;   2.750;        ;  -0.125;   0.169;<;  22.100;        ;   3;   1.023;   0.003;  28.162;   0.242;      ;      ; 168;157.12454;-64.79522
157.1260000;-64.6728611;10283024-6440223; IC2602;GIRAFFE; 5061;  92;   3.782;        ;  -0.068;   0.072; ;  34.100;        ;   0;   1.016;   0.006; -16.191;   0.250;      ;      ; 169;157.12600;-64.67286
157.1349583;-64.8513889;10283239-6451050; IC2602;GIRAFFE; 4634;  43;   2.355;   0.106;  -0.040;   0.027;<;  32.600;        ;   3;   1.028;   0.004; -10.958;   0.242;      ;      ; 170;157.13496;-64.85139
157.1392083;-64.7677500;10283341-6446039; IC2602;GIRAFFE; 4937; 243;   3.110;        ;  -0.170;   0.254;<;  11.900;        ;   3;   1.026;   0.006; 182.806;   0.253;      ;      ; 171;157.13921;-64.76775
157.1415000;-64.8878056;10283396-6453161; IC2602;GIRAFFE; 5043; 162;   3.120;        ;  -0.099;   0.158;<;  27.800;        ;   3;   1.017;   0.006; -28.184;   0.256;      ;      ; 172;157.14150;-64.88781
157.1429583;-64.7721111;10283431-6446196; IC2602;GIRAFFE; 4579; 210;   2.640;        ;  -0.074;   0.097;<;  33.600;        ;   3;   1.018;   0.006;  51.278;   0.246;      ;      ; 173;157.14296;-64.77211
157.1483750;-64.6951389;10283561-6441425; IC2602;GIRAFFE; 4735;  16;   2.810;        ;  -0.081;   0.144;<;  20.800;        ;   3;   1.022;   0.004;  14.582;   0.243;      ;      ; 174;157.14837;-64.69514
157.1493333;-64.8138611;10283584-6448499; IC2602;GIRAFFE; 4599;  58;   2.252;   0.161;  -0.115;   0.067;<;  27.600;        ;   3;   1.028;   0.005;  57.638;   0.243;      ;      ; 175;157.14933;-64.81386
157.1561667;-64.7522222;10283748-6445080; IC2602;GIRAFFE; 4969;  19;   2.781;   0.050;   0.069;   0.019;<;  28.900;        ;   3;   1.015;   0.002;   7.824;   0.240;      ;      ; 176;157.15617;-64.75222
157.1575833;-64.8687222;10283782-6452074; IC2602;GIRAFFE; 4607;    ;   2.470;        ;   0.190;        ;<;  41.200;        ;   3;   1.025;   0.004;  23.267;   0.241;      ;      ; 177;157.15758;-64.86872
157.1738333;-64.5380833;10284172-6432171; IC2602;GIRAFFE; 5157;  25;   3.690;        ;  -0.176;   0.152;<;  40.600;        ;   3;   1.002;   0.007;  32.607;   0.268;      ;      ; 178;157.17383;-64.53808
157.1751667;-64.7343333;10284204-6444036; IC2602;GIRAFFE; 5032; 124;   3.360;        ;  -0.062;   0.128;<;  17.900;        ;   3;   1.005;   0.002;  17.708;   0.241;      ;      ; 179;157.17517;-64.73433
157.1850000;-64.8398333;10284440-6450234; IC2602;GIRAFFE; 4613;  55;   2.362;   0.166;  -0.124;   0.097;<;  30.400;        ;   3;   1.019;   0.003;  -3.257;   0.242;      ;      ; 180;157.18500;-64.83983
157.1925833;-64.5782500;10284622-6434417; IC2602;GIRAFFE; 5849; 159;   4.105;   0.048;  -0.554;   0.149; ;  16.700;   2.710;   0;   0.994;   0.005;  38.911;   0.286;      ;      ; 181;157.19258;-64.57825
157.1997083;-64.7622500;10284793-6445441; IC2602;GIRAFFE; 5106;  83;   3.560;        ;  -0.268;   0.155;<;  13.800;        ;   3;   1.015;   0.003; -40.520;   0.243;      ;      ; 182;157.19971;-64.76225
157.2001250;-64.8770000;10284803-6452372; IC2602;GIRAFFE; 4443; 179;   2.114;   0.155;   0.172;   0.027;<;  65.000;        ;   3;   1.022;   0.004;  37.119;   0.241;      ;      ; 183;157.20012;-64.87700
157.2103333;-64.8893056;10285048-6453215; IC2602;GIRAFFE; 4737;  80;   2.810;        ;  -0.106;   0.117;<;  28.700;        ;   3;   1.021;   0.005; -38.821;   0.243;      ;      ; 184;157.21033;-64.88931
157.2409583;-64.7198889;10285783-6443116; IC2602;GIRAFFE; 4790;    ;   1.940;        ;   0.065;        ; ;  37.000;        ;    ;   1.004;        ; 146.067;   0.321;      ;      ; 185;157.24096;-64.71989
157.2414583;-64.6825278;10285795-6440571; IC2602;GIRAFFE; 5472;    ;   4.150;        ;  -0.095;        ;<;  23.900;        ;   3;   1.008;   0.007;  61.009;   0.313;      ;      ; 186;157.24146;-64.68253
157.2487083;-64.7741944;10285969-6446271; IC2602;GIRAFFE; 4947; 140;   2.442;        ;  -0.129;   0.158;<;  24.400;        ;   3;   1.015;   0.006;  40.814;   0.256;      ;      ; 187;157.24871;-64.77419
157.2561667;-64.6985833;10290148-6441549; IC2602;GIRAFFE; 4493; 202;   2.660;        ;   0.173;   0.019;<;  60.200;        ;   3;   1.025;   0.004;  45.446;   0.241;      ;      ; 188;157.25617;-64.69858
