#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:26:49 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/612/A99/ngc2451
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2451}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ngc2451
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2451:
#Name: J/A+A/612/A99/ngc2451
#Title: Parameters for NGC2451
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
07370594-3832021;NGC2451;GIRAFFE; 4981;  14;   3.074;   0.085;  -0.594;   0.021;<;  21.700;        ;   3;   1.004;   0.005; 179.486;   0.257;      ;      ;  99;114.27475;-38.53392
07370656-3838206;NGC2451;GIRAFFE; 5026; 150;   4.258;   0.182;  -0.316;   0.053;<;  10.700;        ;   3;   0.976;   0.004;  57.622;   0.245;      ;      ; 100;114.27733;-38.63906
07370682-3837221;NGC2451;GIRAFFE; 4908; 167;   3.061;        ;  -0.249;   0.106;<;  20.600;        ;   3;   1.012;   0.006; 137.157;   0.254;      ;      ; 101;114.27842;-38.62281
07370699-3839350;NGC2451;GIRAFFE; 4866;  31;   2.625;   0.125;  -0.184;   0.132;<;  20.300;        ;   3;   1.016;   0.003; 132.740;   0.241;      ;      ; 102;114.27912;-38.65972
07370748-3832200;NGC2451;GIRAFFE; 4208;  25;   4.620;   0.091;  -0.131;   0.026;<;  20.600;        ;   3;   0.888;   0.005;   8.767;   0.252;      ;      ; 103;114.28117;-38.53889
07370748-3847583;NGC2451;GIRAFFE; 4570; 104;   2.346;   0.133;  -0.035;   0.022;<;  43.100;        ;   3;   1.016;   0.005;  54.846;   0.245;      ;      ; 104;114.28117;-38.79953
07370839-3850174;NGC2451;GIRAFFE; 4963;  99;   3.093;        ;  -0.212;   0.128; ;  27.600;   3.107;   0;   1.012;   0.005;  64.418;   0.248;      ;      ; 105;114.28496;-38.83817
07370858-3830595;NGC2451;GIRAFFE; 3844;    ;   4.700;        ;  -0.176;        ; ;  31.200;        ;    ;   0.815;        ;  41.394;   0.314; 0.021; 0.017; 106;114.28575;-38.51653
07371008-3846180;NGC2451;GIRAFFE; 5408;  24;   4.080;        ;   0.001;   0.090; ;  45.867;   4.795;   0;   0.995;   0.004;  59.909;   0.245;      ;      ; 107;114.29200;-38.77167
07371315-3831279;NGC2451;GIRAFFE; 4689; 215;   2.517;   0.084;  -0.364;   0.154;<;  19.900;        ;   3;   1.012;   0.006; 148.461;   0.253;      ;      ; 108;114.30479;-38.52442
07371334-3831467;NGC2451;GIRAFFE; 5914;    ;   4.520;        ;   0.231;        ; ;        ;        ;    ;   0.917;        ;  35.000;   0.240; 0.039; 0.024; 109;114.30558;-38.52964
07371479-3838018;NGC2451;GIRAFFE; 4801;  99;   3.789;        ;  -0.345;   0.082; ;   8.800;        ;   0;   1.024;   0.003; 138.043;   0.245;      ;      ; 110;114.31162;-38.63383
07371492-3839194;NGC2451;GIRAFFE; 5886;  10;   3.928;   0.023;  -0.150;   0.012; ;  36.150;   1.305;   0;   0.995;   0.002;  29.102;   0.241;      ;      ; 111;114.31217;-38.65539
07371515-3840132;NGC2451;GIRAFFE; 4999; 204;   3.230;        ;  -0.257;   0.228;<;  13.000;        ;   3;   1.024;   0.004;  59.042;   0.246;      ;      ; 112;114.31312;-38.67033
07371524-3833349;NGC2451;GIRAFFE; 4945;  14;   2.749;   0.005;  -0.104;   0.035; ;  32.800;        ;   0;   1.014;   0.005;  96.174;   0.243;      ;      ; 113;114.31350;-38.55969
07371583-3844213;NGC2451;GIRAFFE; 4753; 177;   2.736;        ;  -0.240;   0.158; ;  23.000;   3.925;   0;   1.025;   0.006;  81.917;   0.247;      ;      ; 114;114.31596;-38.73925
07371652-3840438;NGC2451;GIRAFFE; 4839; 118;   2.615;   0.190;  -0.125;   0.082; ;  43.750;   2.750;   0;   1.021;   0.003;  37.519;   0.242;      ;      ; 115;114.31883;-38.67883
07371735-3845494;NGC2451;GIRAFFE; 5001;   4;   2.891;   0.149;  -0.057;   0.054;<;  30.000;        ;   3;   1.021;   0.005;  76.550;   0.375;      ;      ; 116;114.32229;-38.76372
07371983-3850113;NGC2451;GIRAFFE; 5060; 149;   4.415;   0.099;   0.000;   0.054;<;  19.700;        ;   3;   0.967;   0.002;  60.401;   0.240;      ;      ; 117;114.33262;-38.83647
07372021-3836172;NGC2451;GIRAFFE; 3990;   8;   4.597;   0.049;  -0.215;   0.067;<;  40.100;        ;   3;   0.859;   0.010; -18.637;   0.324; 0.007; 0.018; 118;114.33421;-38.60478
07372022-3843361;NGC2451;GIRAFFE; 4995; 305;   3.237;        ;  -0.444;   0.222; ;  29.200;        ;   0;   0.999;   0.003; 116.837;   0.244;      ;      ; 119;114.33425;-38.72669
07372085-3839123;NGC2451;GIRAFFE; 4906; 252;   3.150;        ;  -0.319;   0.293; ;  41.300;   2.750;   0;   1.017;   0.003;  99.729;   0.243;      ;      ; 120;114.33687;-38.65342
07372128-3842499;NGC2451;GIRAFFE; 4816; 128;   2.660;   0.117;  -0.023;   0.048;<;  33.800;        ;   3;   1.013;   0.003;   1.068;   0.241;      ;      ; 121;114.33867;-38.71386
07372151-3834477;NGC2451;GIRAFFE; 5105; 148;   3.580;        ;  -0.093;   0.147; ;  42.700;        ;   0;   1.006;   0.005;  64.610;   0.244;      ;      ; 122;114.33962;-38.57992
07372174-3837157;NGC2451;GIRAFFE; 6063; 164;   4.157;   0.033;   0.191;   0.056; ;  69.933;   4.001;   0;   0.998;   0.002;   9.514;   0.241; 0.023; 0.173; 123;114.34058;-38.62103
07372304-3836117;NGC2451;GIRAFFE; 4749;   2;   2.750;   0.112;  -0.017;   0.040;<;  34.400;        ;   3;   1.006;   0.005;  71.646;   0.245;      ;      ; 124;114.34600;-38.60325
07372417-3845589;NGC2451;GIRAFFE; 4954;  34;   2.678;   0.024;  -0.174;   0.065;<;  36.400;        ;   3;   1.015;   0.004; 133.717;   0.243;      ;      ; 125;114.35071;-38.76636
07372428-3838226;NGC2451;GIRAFFE; 4835; 141;   2.772;        ;  -0.144;   0.098; ;  37.900;        ;   0;   1.022;   0.004;  93.156;   0.242;      ;      ; 126;114.35117;-38.63961
07372452-3842349;NGC2451;GIRAFFE; 4804; 125;   3.475;        ;  -0.323;   0.112;<;  31.500;        ;   3;   1.011;   0.004; 132.893;   0.243;      ;      ; 127;114.35217;-38.70969
07372474-3844072;NGC2451;GIRAFFE; 5144;   5;   2.724;   0.029;  -0.077;   0.003;<;  27.800;        ;   3;   1.015;   0.002;  52.913;   0.240;      ;      ; 128;114.35308;-38.73533
07372527-3832597;NGC2451;GIRAFFE; 3943;  25;   4.639;   0.013;  -0.264;   0.167; ; 110.800;        ;   0;   0.840;   0.003; -15.711;   0.244; 0.006; 0.016; 129;114.35529;-38.54992
07372552-3832348;NGC2451;GIRAFFE; 7402;    ;   4.090;        ;   0.014;        ; ;        ;        ;    ;        ;        ; 527.375;   2.065;      ;      ; 130;114.35633;-38.54300
07372754-3835023;NGC2451;GIRAFFE; 4986; 124;   2.981;   0.179;  -0.163;   0.147;<;  40.700;        ;   3;   1.009;   0.005;  86.843;   0.248;      ;      ; 131;114.36475;-38.58397
07372879-3832574;NGC2451;GIRAFFE; 4758; 130;   2.790;        ;  -0.247;   0.208;<;  19.900;        ;   3;   1.019;   0.004; 172.826;   0.242;      ;      ; 132;114.36996;-38.54928
07372972-3835373;NGC2451;GIRAFFE; 5083; 193;   3.716;   0.191;  -0.277;   0.352; ;  32.100;   2.895;   0;   0.995;   0.003; 127.500;   0.240;      ;      ; 133;114.37383;-38.59369
07372992-3844213;NGC2451;GIRAFFE; 3823; 120;   4.812;   0.182;  -0.160;        ; ; 186.900;        ;   0;   0.764;   0.014;  22.872;   0.553; 0.844; 0.017; 134;114.37467;-38.73925
07373166-3836154;NGC2451;GIRAFFE; 4588; 167;   2.490;   0.149;   0.027;   0.033;<;  42.800;        ;   3;   1.010;   0.004;  86.031;   0.242;      ;      ; 135;114.38192;-38.60428
07373233-3840117;NGC2451;GIRAFFE; 4798;  29;   2.487;   0.095;  -0.453;   0.063;<;  19.200;        ;   3;   1.010;   0.005; 135.968;   0.248;      ;      ; 136;114.38471;-38.66992
07373279-3836017;NGC2451;GIRAFFE; 4876;  75;   3.480;        ;  -0.564;   0.132; ;  55.300;        ;   0;   1.021;   0.006; 148.756;   0.250;      ;      ; 137;114.38662;-38.60047
07373282-3849053;NGC2451;GIRAFFE; 4201;    ;   4.410;        ;   0.274;        ;<;  32.800;        ;   3;   1.024;   0.011; 136.436;   0.283;      ;      ; 138;114.38675;-38.81814
07373343-3841507;NGC2451;GIRAFFE; 4779;   9;   2.599;   0.139;  -0.119;   0.074; ;  35.900;        ;   0;   1.019;   0.005; 104.888;   0.244;      ;      ; 139;114.38929;-38.69742
07373348-3832526;NGC2451;GIRAFFE; 5097; 131;   2.924;   0.046;  -0.237;   0.039; ;  51.400;   4.945;   0;   1.016;   0.006; 104.978;   0.254;      ;      ; 140;114.38950;-38.54794
07373407-3846132;NGC2451;GIRAFFE; 4601; 280;   4.050;        ;  -0.494;   0.005; ;  41.000;        ;   0;   1.013;   0.007; 146.853;   0.263;      ;      ; 141;114.39196;-38.77033
07373802-3842364;NGC2451;GIRAFFE; 4923; 174;   2.917;        ;  -0.241;   0.160; ;  38.600;        ;   0;   1.018;   0.005;  78.209;   0.247;      ;      ; 142;114.40842;-38.71011
07374193-3838413;NGC2451;GIRAFFE; 5029; 110;   3.829;        ;  -0.378;   0.155;<;  20.300;        ;   3;   0.994;   0.004;  99.919;   0.245;      ;      ; 143;114.42471;-38.64481
07374552-3846116;NGC2451;GIRAFFE; 5038; 148;   3.582;        ;  -0.076;   0.152; ;  26.300;        ;   0;   1.008;   0.004;  33.713;   0.243;      ;      ; 144;114.43967;-38.76989
07374692-3833209;NGC2451;GIRAFFE; 4844; 100;   3.030;        ;  -0.183;   0.182;<;  34.100;        ;   3;   1.013;   0.004; 178.217;   0.242;      ;      ; 145;114.44550;-38.55581
07374703-3846368;NGC2451;GIRAFFE; 5113; 148;   3.082;        ;  -0.182;   0.199;<;  23.000;        ;   3;   1.018;   0.004;  71.318;   0.245;      ;      ; 146;114.44596;-38.77689
07374709-3826089;NGC2451;GIRAFFE; 4520; 193;   4.595;   0.086;  -0.041;   0.090; ;  39.200;        ;   0;   0.916;   0.004;  35.326;   0.244;      ;      ; 147;114.44621;-38.43581
07374771-3835171;NGC2451;GIRAFFE; 3898;  86;   4.653;   0.031;  -0.118;   0.056; ;  88.500;        ;   0;   0.815;   0.007;  58.072;   0.257; 0.013; 0.014; 148;114.44879;-38.58808
07374853-3840569;NGC2451;GIRAFFE; 4564; 208;   2.750;        ;   0.029;   0.012;<;  41.900;        ;   3;   1.019;   0.004;  79.883;   0.241;      ;      ; 149;114.45221;-38.68247
07375005-3836495;NGC2451;GIRAFFE; 4652; 260;   4.550;        ;   0.031;   0.160; ; 218.650;   5.270;   0;        ;        ;  24.882;   0.240; 0.689; 0.027; 150;114.45854;-38.61375
07375058-3835138;NGC2451;GIRAFFE; 4912; 210;   3.380;        ;  -0.215;   0.205;<;  17.900;        ;   3;   1.017;   0.008;  92.954;   0.263;      ;      ; 151;114.46075;-38.58717
07375123-3841293;NGC2451;GIRAFFE; 4769;  30;   3.552;        ;   0.001;   0.027;<;  47.600;        ;   3;   0.991;   0.005;  60.997;   0.247;      ;      ; 152;114.46346;-38.69147
07375150-3838234;NGC2451;GIRAFFE; 4319; 285;   4.464;   0.169;   0.061;   0.219;<;  28.700;        ;   3;   0.899;   0.004;  85.614;   0.243;      ;      ; 153;114.46458;-38.63983
07375169-3843326;NGC2451;GIRAFFE; 5219;  34;   4.527;   0.003;   0.007;   0.035; ;  28.800;        ;   0;   0.985;   0.003; -15.885;   0.241;      ;      ; 154;114.46537;-38.72572
07375241-3849534;NGC2451;GIRAFFE; 4867;  39;   2.500;   0.087;  -0.370;   0.014; ;  42.500;        ;   0;   1.017;   0.005; 111.373;   0.247;      ;      ; 155;114.46837;-38.83150
07375255-3837083;NGC2451;GIRAFFE; 5213;    ;   4.160;        ;   0.060;        ; ; 242.550;   2.595;   0;   0.977;   0.004;  27.022;   0.244; 0.255; 0.045; 156;114.46896;-38.61897
07375564-3838448;NGC2451;GIRAFFE; 5241; 208;   3.196;        ;  -0.246;   0.152; ;  20.400;        ;   0;   1.013;   0.004;  46.568;   0.250;      ;      ; 157;114.48183;-38.64578
07375577-3846154;NGC2451;GIRAFFE; 4659;  82;   2.474;   0.152;  -0.072;   0.032;<;  20.000;        ;   3;   1.017;   0.003;  70.991;   0.241;      ;      ; 158;114.48237;-38.77094
07375705-3846096;NGC2451;GIRAFFE; 5506;  22;   4.300;        ;  -0.089;   0.107; ;  36.250;   1.670;   0;   0.993;   0.002;  37.106;   0.241;      ;      ; 159;114.48771;-38.76933
07375897-3835489;NGC2451;GIRAFFE; 5025;  85;   3.420;        ;  -0.177;   0.154;<;  20.900;        ;   3;   1.022;   0.004;  76.910;   0.244;      ;      ; 160;114.49571;-38.59692
07375930-3826175;NGC2451;GIRAFFE; 4626;  24;   2.045;   0.038;  -0.388;   0.057;<;  24.400;        ;   3;   1.025;   0.003; 105.961;   0.242;      ;      ; 161;114.49708;-38.43819
07375990-3828127;NGC2451;GIRAFFE; 5006;  47;   3.380;        ;  -0.434;   0.049; ;  25.400;        ;   0;   1.016;   0.006; 117.780;   0.253;      ;      ; 162;114.49958;-38.47019
07380043-3838553;NGC2451;GIRAFFE; 4776; 220;   3.163;        ;  -0.162;   0.111;<;  14.800;        ;   3;   1.024;   0.005;  76.165;   0.245;      ;      ; 163;114.50179;-38.64869
07380297-3838157;NGC2451;GIRAFFE; 4423; 174;   4.590;   0.028;   0.063;   0.183;<;  28.800;        ;   3;   0.907;   0.004;  42.639;   0.242;      ;      ; 164;114.51237;-38.63769
07380352-3842386;NGC2451;GIRAFFE; 4690;  27;   2.514;   0.104;   0.020;   0.044;<;  42.100;        ;   3;   1.020;   0.005;  83.513;   0.243;      ;      ; 165;114.51467;-38.71072
07380563-3848040;NGC2451;GIRAFFE; 4903; 230;   3.234;   0.167;  -0.129;   0.176;<;  22.300;        ;   3;   1.000;   0.004;  59.530;   0.246;      ;      ; 166;114.52346;-38.80111
07380987-3839251;NGC2451;GIRAFFE; 5153; 120;   3.610;        ;  -0.212;   0.111;<;  20.400;        ;   3;   1.005;   0.004;  45.762;   0.250;      ;      ; 167;114.54112;-38.65697
07381024-3827539;NGC2451;GIRAFFE; 3855; 144;   4.539;   0.180;  -0.150;        ; ;  99.900;        ;   0;   0.822;   0.006;  23.381;   0.249; 0.873; 0.011; 168;114.54267;-38.46497
07381204-3831241;NGC2451;GIRAFFE; 5293; 181;   3.493;        ;  -0.249;   0.122;<;  23.700;        ;   3;   0.996;   0.003;  67.970;   0.243;      ;      ; 169;114.55017;-38.52336
07381460-3846037;NGC2451;GIRAFFE; 4689;  46;   2.095;   0.158;  -0.455;   0.121; ;  46.533;   6.385;   0;   1.018;   0.005; 119.947;   0.245;      ;      ; 170;114.56083;-38.76769
07381506-3834334;NGC2451;GIRAFFE; 4661;   7;   2.335;   0.096;  -0.144;   0.020; ;  62.200;   2.555;   0;   1.025;   0.004; 102.915;   0.242;      ;      ; 171;114.56275;-38.57594
07381660-3847181;NGC2451;GIRAFFE; 4961; 126;   3.030;   0.137;  -0.169;   0.106; ;  30.550;   2.915;   0;   1.007;   0.006;  60.126;   0.253;      ;      ; 172;114.56917;-38.78836
07381675-3838082;NGC2451;GIRAFFE; 4980; 190;   3.184;        ;  -0.081;   0.160;<;  25.600;        ;   3;   1.013;   0.003;  28.141;   0.241;      ;      ; 173;114.56979;-38.63561
07381734-3840111;NGC2451;GIRAFFE; 4873;  78;   2.990;        ;  -0.177;   0.137; ;  60.650;   3.270;   0;   1.018;   0.004;  96.618;   0.245;      ;      ; 174;114.57225;-38.66975
07381737-3828122;NGC2451;GIRAFFE; 3664; 111;   4.880;        ;  -0.190;        ;<; 100.000;        ;   3;   0.905;   0.009;  90.607;   1.382; 0.048; 0.063; 175;114.57237;-38.47006
07381800-3834572;NGC2451;GIRAFFE; 4925; 108;   2.679;   0.095;  -0.069;   0.073; ;  33.500;   4.449;   0;   1.018;   0.004;  69.181;   0.243;      ;      ; 176;114.57500;-38.58256
07381885-3834251;NGC2451;GIRAFFE; 4805; 177;   3.169;        ;  -0.222;   0.217; ;  21.800;   3.420;   0;   1.019;   0.006;  91.108;   0.248;      ;      ; 177;114.57854;-38.57364
07381931-3841022;NGC2451;GIRAFFE; 5100;  18;   3.300;        ;  -0.126;   0.085; ;  35.300;        ;   0;   1.013;   0.004;  97.662;   0.245;      ;      ; 178;114.58046;-38.68394
07381938-3835077;NGC2451;GIRAFFE; 4675;  40;   2.167;   0.053;  -0.386;   0.059;<;  16.700;        ;   3;   1.019;   0.004; 126.139;   0.243;      ;      ; 179;114.58075;-38.58547
07382111-3835284;NGC2451;GIRAFFE; 5095; 197;   3.230;        ;  -0.207;   0.171;<;  13.900;        ;   3;   1.010;   0.003;  58.217;   0.242;      ;      ; 180;114.58796;-38.59122
07382227-3837064;NGC2451;GIRAFFE; 5034; 275;   3.590;        ;  -0.265;   0.224; ;  37.200;        ;   0;   1.013;   0.003;  48.033;   0.245;      ;      ; 181;114.59279;-38.61844
07382256-3828391;NGC2451;GIRAFFE; 4727;  13;   2.529;   0.103;  -0.105;   0.083;<;  33.500;        ;   3;   1.018;   0.004;  99.776;   0.243;      ;      ; 182;114.59400;-38.47753
07382382-3835577;NGC2451;GIRAFFE; 4990; 164;   3.295;   0.128;  -0.083;   0.096;<;  27.400;        ;   3;   1.002;   0.002;  -3.926;   0.240;      ;      ; 183;114.59925;-38.59936
07382495-3832323;NGC2451;GIRAFFE; 4986; 101;   2.730;        ;  -0.360;   0.177;<;  26.300;        ;   3;   1.013;   0.005; 124.232;   0.247;      ;      ; 184;114.60396;-38.54231
07382656-3833477;NGC2451;GIRAFFE; 4917;  13;   2.770;   0.058;  -0.064;   0.050;<;  19.300;        ;   3;   1.014;   0.006;  64.337;   0.249;      ;      ; 185;114.61067;-38.56325
07382664-3839208;NGC2451;GIRAFFE; 3873;    ;   3.728;        ;  -0.017;        ; ;  34.200;        ;    ;   0.907;        ;  57.242;   0.255; 0.015; 0.016; 186;114.61100;-38.65578
07382672-3833094;NGC2451;GIRAFFE; 4792; 134;   3.188;        ;  -0.229;   0.213; ;  45.833;   7.218;   0;   1.012;   0.007; 112.757;   0.258;      ;      ; 187;114.61133;-38.55261
07382830-3847277;NGC2451;GIRAFFE; 5187; 112;   3.350;        ;  -0.091;   0.077;<;  24.100;        ;   3;   1.012;   0.003;  48.930;   0.242;      ;      ; 188;114.61792;-38.79103
07382832-3843314;NGC2451;GIRAFFE; 5042; 143;   3.240;   0.195;  -0.046;   0.101;<;  30.700;        ;   3;   1.007;   0.004;  16.443;   0.243;      ;      ; 189;114.61800;-38.72539
07382880-3840344;NGC2451;GIRAFFE; 4705;  10;   2.286;   0.058;  -0.326;   0.108;<;  24.600;        ;   3;   1.015;   0.004; 149.672;   0.243;      ;      ; 190;114.62000;-38.67622
07383147-3838329;NGC2451;GIRAFFE; 5003;  44;   3.111;        ;  -0.144;   0.066;<;  12.700;        ;   3;   1.018;   0.003;  64.381;   0.242;      ;      ; 191;114.63112;-38.64247
07383202-3840431;NGC2451;GIRAFFE; 3286;   9;   4.652;   0.192;  -0.280;        ; ;  67.000;        ;   0;   0.860;   0.015;  13.486;   0.703; 0.010; 0.721; 192;114.63342;-38.67864
07383377-3831065;NGC2451;GIRAFFE; 3992;  79;   4.561;   0.013;  -0.151;   0.013;<;  28.700;        ;   3;   0.850;   0.006;  47.620;   0.260; 0.015; 0.014; 193;114.64071;-38.51847
07383408-3843567;NGC2451;GIRAFFE; 5045;  88;   3.180;        ;  -0.075;   0.099;<;  27.800;        ;   3;   1.019;   0.003;  46.989;   0.241;      ;      ; 194;114.64200;-38.73242
07383440-3841049;NGC2451;GIRAFFE; 4521; 169;   2.869;        ;   0.066;   0.081;<;  42.500;        ;   3;   1.013;   0.003;  17.625;   0.241;      ;      ; 195;114.64333;-38.68469
07383457-3844519;NGC2451;GIRAFFE; 5060; 138;   2.722;        ;  -0.146;   0.227;<;  20.800;        ;   3;   1.012;   0.002; 120.112;   0.241;      ;      ; 196;114.64404;-38.74775
07383555-3744530;NGC2451;GIRAFFE; 4782; 158;   3.370;        ;  -0.465;   0.036; ;  29.200;        ;   0;   1.015;   0.005; 101.364;   0.253;      ;      ; 197;114.64812;-37.74806
07383609-3841124;NGC2451;GIRAFFE; 4674;  59;   2.507;   0.112;  -0.114;   0.098;<;  37.500;        ;   3;   1.012;   0.004; 105.258;   0.242;      ;      ; 198;114.65037;-38.68678
07383736-3842303;NGC2451;GIRAFFE; 4761;  31;   2.625;   0.142;  -0.130;   0.090;<;  30.300;        ;   3;   1.013;   0.006; 104.414;   0.245;      ;      ; 199;114.65567;-38.70842
07384051-3833333;NGC2451;GIRAFFE; 4969; 106;   3.156;        ;  -0.368;   0.094;<;   8.900;        ;   3;   1.003;   0.005; 117.378;   0.249;      ;      ; 200;114.66879;-38.55925
07384076-3743189;NGC2451;GIRAFFE; 3396;    ;   4.730;        ;   0.161;        ; ; 122.500;        ;   0;   0.839;   0.017;  -4.197;   0.910; 0.006; 0.021; 201;114.66983;-37.72192
07384191-3741009;NGC2451;GIRAFFE; 4496; 221;   4.595;   0.120;  -0.077;   0.046;<;  14.300;        ;   3;   0.909;   0.004;  30.038;   0.242;      ;      ; 202;114.67462;-37.68358
07384304-3849307;NGC2451;GIRAFFE; 6361;  96;   4.015;   0.110;  -0.050;   0.015; ;  94.500;   1.813;   0;   1.003;   0.002;  31.526;   0.242; 0.081; 0.039; 203;114.67933;-38.82519
07384387-3841003;NGC2451;GIRAFFE; 3723;   5;   4.611;   0.106;  -0.200;        ; ; 116.800;        ;   0;   0.802;   0.007;  36.358;   0.257; 0.030; 0.020; 204;114.68279;-38.68342
07384511-3839073;NGC2451;GIRAFFE; 4473; 162;   4.550;        ;   0.023;   0.151; ;  47.100;        ;   0;   0.942;   0.008;  18.966;   0.262;      ;      ; 205;114.68796;-38.65203
07384523-3836443;NGC2451;GIRAFFE; 5070; 230;   2.553;        ;  -0.194;   0.148;<;  30.200;        ;   3;   1.033;   0.006;  60.129;   0.250;      ;      ; 206;114.68846;-38.61231
07384783-3837529;NGC2451;GIRAFFE; 5064; 109;   3.340;        ;  -0.052;   0.078;<;  19.200;        ;   3;   1.009;   0.003;  50.678;   0.242;      ;      ; 207;114.69929;-38.63136
07384862-3736333;NGC2451;GIRAFFE; 5172;  39;   3.440;        ;  -0.240;   0.177;<;  13.900;        ;   3;   1.011;   0.003;  32.934;   0.241;      ;      ; 208;114.70258;-37.60925
07384988-3737119;NGC2451;GIRAFFE; 4780;    ;   2.991;        ;   0.090;        ;<;  41.400;        ;   3;   1.005;   0.003; 100.339;   0.241;      ;      ; 209;114.70783;-37.61997
07385022-3734526;NGC2451;GIRAFFE; 4944;  32;   2.705;   0.051;  -0.050;   0.044;<;  35.000;        ;   3;   1.024;   0.004; 107.300;   0.243;      ;      ; 210;114.70925;-37.58128
07385056-3736319;NGC2451;GIRAFFE; 4770; 160;   2.739;        ;  -0.420;   0.159;<;  24.600;        ;   3;   1.011;   0.006; 101.870;   0.254;      ;      ; 211;114.71067;-37.60886
07385057-3842320;NGC2451;GIRAFFE; 5132; 111;   3.410;        ;  -0.067;   0.102;<;  12.300;        ;   3;   1.018;   0.002;  33.430;   0.241;      ;      ; 212;114.71071;-38.70889
07385064-3746590;NGC2451;GIRAFFE; 3664;  43;   4.578;   0.181;  -0.190;        ;<; 100.000;        ;   3;   0.809;   0.005;  12.962;   0.246; 0.020; 0.466; 213;114.71100;-37.78306
07385094-3741136;NGC2451;GIRAFFE; 4626;  74;   2.138;   0.066;  -0.286;   0.184;<;  12.200;        ;   3;   1.029;   0.004; 137.072;   0.243;      ;      ; 214;114.71225;-37.68711
